 -28.912  63.377 49 408 1624 361
 -25.953  62.616 49 409 832 319
 -29.476  45.509 49 410 2975 387
 -29.476  45.509 49 410A 2977 382
 -33.388  36.766 49 411 1935 119
 -33.388  36.766 49 411A 1935 37
 -33.166  36.562 49 412 2609 171
 -33.166  36.562 49 412A 2609 294
 -33.175  36.543 49 413 2598 149
 -11.652  31.029 50 415 2794 283
 -11.652  31.029 50 415A 2794 1079
 -11.652  31.029 50 415B 2794 64
 -10.801  32.836 50 416 4191 116
 -10.801  32.836 50 416A 4191 1624
 -68.041  25.110 51 417 5468 113
 -68.041  25.110 51 417A 5468 417
 -68.047  25.111 51 417B 5482 25
 -68.047  25.111 51 417C 5482 0
 -68.047  25.111 51 417D 5482 533
 -68.047  25.111 52 417D 5482 708
 -68.057  25.035 52 418 5511 109
 -68.057  25.035 52 418A 5511 571
 -68.057  25.035 53 418A 5514 868
 -68.058  25.035 53 418B 5514 330
-105.686   8.933 54 419 3274 35
-105.687   8.925 54 419A 3274 46
-106.113   9.002 54 420 3381 147
-106.105   9.008 54 420A 3382 63
-106.061   9.024 54 421 3339 114
-105.271   9.177 54 422 3247 73
-105.109   9.147 54 423 3161 53
 -86.130   0.594 54 424 2685 76
 -86.130   0.589 54 424A 2708 34
 -86.130   0.597 54 424B 2705 46
 -86.130   0.599 54 424C 2699 34
 -86.070   1.395 54 425 2850 110
-104.606   8.113 54 427 3834 174
-105.436   9.046 54 428 3295 76
-105.436   9.046 54 428A 3358 115
-106.772   9.034 54 429 3406 31
-106.764   9.034 54 429A 3426 52
 170.591  37.981 55 430 1445 14
 170.598  37.988 55 430A 1479 118
 170.602  37.992 55 430B 1471 3
 170.545  42.424 55 431 1704 10
 170.543  42.423 55 431A 1704 17
 170.379  41.334 55 432 1310 17
 170.379  41.334 55 432A 1310 74
 170.021  44.777 55 433 1862 45
 170.021  44.777 55 433A 1862 174
 170.020  44.777 55 433B 1874 186
 170.020  44.777 55 433C 1874 550
 144.102  39.746 56 434 5986 301
 144.102  39.746 56 434A 5986 160
 144.101  39.748 56 434B 5986 637
 143.792  39.735 56 435 3401 150
 143.793  39.735 56 435A 3401 244
 145.558  39.933 56 436 5240 397
 145.666  39.897 56 437 5227 134
 143.232  40.629 57 438 1552 109
 143.236  40.630 57 438A 1558 878
 143.247  40.630 57 438B 1564 1041
 143.310  40.627 57 439 1656 1157
 143.929  39.739 57 440 4509 73
 143.929  39.736 57 440A 4509 140
 143.929  39.736 57 440B 4509 814
 144.077  39.751 57 441 5655 273
 144.077  39.751 57 441A 5644 662
 144.077  39.751 57 441B 5635 687
 136.057  28.983 58 442 4639 0
 136.057  28.983 58 442A 4639 313
 136.057  28.984 58 442B 4634 455
 137.440  29.328 58 443 4372 581
 137.684  28.637 58 444 4843 92
 137.684  28.637 58 444A 4843 310
 133.208  25.523 58 445 3377 892
 132.775  24.701 58 446 4952 420
 132.775  24.701 58 446A 4952 628
 133.290  18.015 59 447 6022 9
 133.290  18.015 59 447A 6022 296
 134.874  16.341 59 448 3483 584
 134.874  16.341 59 448A 3483 914
 136.536  18.031 59 449 4712 151
 140.789  18.000 59 450 4707 340
